,claim_id,claim_text,claim_label,evidences,evidence text
2433,claim-272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880.,SUPPORTS,evidence-906956,The Greenland Ice Sheet has experienced record melting in recent years since detailed records have been kept and is likely to contribute substantially to sea level rise as well as to possible changes in ocean circulation in the future if this is sustained.
2434,claim-272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880.,SUPPORTS,evidence-213585,"Between 1993 and 2018, thermal expansion of the oceans contributed 42% to sea level rise; the melting of temperate glaciers, 21%; Greenland, 15%; and Antarctica, 8%."
2435,claim-401,"On Feb. 7, several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record.",SUPPORTS,evidence-1087382,"In January 2017, several scientific agencies around the world, including NASA and the NOAA in the United States and the Met Office in the United Kingdom, named 2016 the warmest year recorded."
2436,claim-401,"On Feb. 7, several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record.",SUPPORTS,evidence-1088556,"Consistent with Schmidt's comment, the NASA / NOAA announcement stated that ""globally-averaged temperatures in 2016 were 1.78 degrees Fahrenheit (0.99 degrees Celsius) warmer than the mid-20th century mean"" and that the impact of El Niño warming was estimated to have ""increased the annual global temperature anomaly for 2016 by 0.2 degrees Fahrenheit (0.12 degrees Celsius)."""
2437,claim-401,"On Feb. 7, several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record.",SUPPORTS,evidence-40563,"Even accounting for the presence of internal climate variability, recent years rank among the warmest on record."
2438,claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets.,NOT_ENOUGH_INFO,evidence-817308,"The effects of global warming in the Arctic, or climate change in the Arctic include rising air and water temperatures, loss of sea ice, and melting of the Greenland ice sheet with a related cold temperature anomaly, observed since the 1970s."
2439,claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets.,NOT_ENOUGH_INFO,evidence-169769,"This is predicted to produce changes such as the melting of glaciers and ice sheets, more extreme temperature ranges, significant changes in weather and a global rise in average sea levels."
2440,claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets.,NOT_ENOUGH_INFO,evidence-605242,"An ice age is a long period of reduction in the temperature of the Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers."
2441,claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets.,NOT_ENOUGH_INFO,evidence-163450,"The consensus is that several factors are important: atmospheric composition, such as the concentrations of carbon dioxide and methane (the specific levels of the previously mentioned gases are now able to be seen with the new ice core samples from EPICA Dome C in Antarctica over the past 800,000 years); changes in the earth's orbit around the Sun known as Milankovitch cycles; the motion of tectonic plates resulting in changes in the relative location and amount of continental and oceanic crust on the earth's surface, which affect wind and ocean currents; variations in solar output; the orbital dynamics of the Earth–Moon system; the impact of relatively large meteorites and volcanism including eruptions of supervolcanoes."
2442,claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets.,NOT_ENOUGH_INFO,evidence-828120,"The potential for major sea level rise depends mostly on a significant melting of the polar ice caps of Greenland and Antarctica, as this is where the vast majority of glacial ice is located."
2443,claim-2600,"""We have been grossly misled to think there is tens of thousands of times as much CO2 as there is!",NOT_ENOUGH_INFO,evidence-208053,"In the modern era, emissions to the atmosphere from volcanoes are approximately 0.645 billion tonnes of CO 2 per year, whereas humans contribute 29 billion tonnes of CO 2 each year."
2444,claim-2600,"""We have been grossly misled to think there is tens of thousands of times as much CO2 as there is!",NOT_ENOUGH_INFO,evidence-788947,"Carbon dioxide mole fractions in the atmosphere have gone up by approximately 35 percent since the 1900s, rising from 280 parts per million by volume to 387 parts per million in 2009."
2445,claim-2600,"""We have been grossly misled to think there is tens of thousands of times as much CO2 as there is!",NOT_ENOUGH_INFO,evidence-560836,As of 2006 the annual airborne fraction for CO 2 was about 0.45.
2446,claim-2600,"""We have been grossly misled to think there is tens of thousands of times as much CO2 as there is!",NOT_ENOUGH_INFO,evidence-465614,Total anthropogenic emissions at the end of 2009 were estimated at 49.5 gigatonnes CO 2-equivalent.
2447,claim-2600,"""We have been grossly misled to think there is tens of thousands of times as much CO2 as there is!",NOT_ENOUGH_INFO,evidence-662931,"""CO2 in the atmosphere just exceeded 415 parts per million for the first time in human history""."
